Air Power,Cadence,Form Power,Ground Time,Leg Spring Stiffness,Power,Vertical Oscillation,altitude,cadence,distance,enhanced_altitude,enhanced_speed,fractional_cadence,heart_rate,speed,timestamp
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3903.0,79.0,159.68,280.6,2.099,0.0,104.0,2099.0,2019-07-08 21:05:27
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3903.0,79.0,162.47,280.6,2.118,0.0,104.0,2118.0,2019-07-08 21:05:28
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3900.0,78.0,183.69,280.0,2.202,0.0,105.0,2202.0,2019-07-08 21:05:36
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3900.0,78.0,186.99,280.0,2.211,0.0,105.0,2211.0,2019-07-08 21:05:37
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3900.0,78.0,206.46,280.0,2.333,0.0,106.0,2333.0,2019-07-08 21:05:44
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3900.0,78.0,218.11,280.0,2.37,0.0,107.0,2370.0,2019-07-08 21:05:49
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3893.0,79.0,238.84,278.6,2.389,0.0,107.0,2389.0,2019-07-08 21:05:57
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3883.0,79.0,252.29,276.6,2.435,0.0,107.0,2435.0,2019-07-08 21:06:03
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3881.0,80.0,253.44,276.20000000000005,2.435,0.0,107.0,2435.0,2019-07-08 21:06:04
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3876.0,79.0,272.69,275.20000000000005,2.333,0.0,110.0,2333.0,2019-07-08 21:06:12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3871.0,80.0,291.06,274.20000000000005,2.286,0.0,111.0,2286.0,2019-07-08 21:06:20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3858.0,79.0,310.51,271.6,2.249,0.0,110.0,2249.0,2019-07-08 21:06:28
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3860.0,79.0,330.49,272.0,2.267,0.0,111.0,2267.0,2019-07-08 21:06:36
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3870.0,79.0,352.44,274.0,2.286,0.0,111.0,2286.0,2019-07-08 21:06:44
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3873.0,79.0,357.53,274.6,2.295,0.0,111.0,2295.0,2019-07-08 21:06:46
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3877.0,80.0,378.19,275.4,2.379,0.0,113.0,2379.0,2019-07-08 21:06:54
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3878.0,80.0,380.49,275.6,2.379,0.0,113.0,2379.0,2019-07-08 21:06:55
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3871.0,81.0,402.49,274.20000000000005,2.361,0.5,112.0,2361.0,2019-07-08 21:07:03
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3869.0,80.0,424.59,273.79999999999995,2.389,0.0,111.0,2389.0,2019-07-08 21:07:11
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3863.0,79.0,441.24,272.6,2.389,0.0,111.0,2389.0,2019-07-08 21:07:18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3853.0,79.0,459.23,270.6,2.445,0.0,112.0,2445.0,2019-07-08 21:07:25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3853.0,79.0,461.68,270.6,2.454,0.0,112.0,2454.0,2019-07-08 21:07:26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3850.0,79.0,470.52,270.0,2.482,0.5,113.0,2482.0,2019-07-08 21:07:30
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3849.0,78.0,472.84,269.79999999999995,2.473,0.5,113.0,2473.0,2019-07-08 21:07:31
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3842.0,77.0,484.69,268.4,2.417,0.0,112.0,2417.0,2019-07-08 21:07:37
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3836.0,78.0,502.42,267.20000000000005,2.333,0.0,110.0,2333.0,2019-07-08 21:07:45
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3821.0,79.0,522.84,264.20000000000005,2.361,0.0,111.0,2361.0,2019-07-08 21:07:53
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3818.0,79.0,525.45,263.6,2.361,0.0,112.0,2361.0,2019-07-08 21:07:54
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3804.0,80.0,544.03,260.79999999999995,2.37,0.0,114.0,2370.0,2019-07-08 21:08:02
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3803.0,80.0,547.13,260.6,2.37,0.0,114.0,2370.0,2019-07-08 21:08:03
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3801.0,80.0,564.08,260.20000000000005,2.379,0.0,114.0,2379.0,2019-07-08 21:08:09
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3806.0,79.0,579.5,261.20000000000005,2.37,0.0,113.0,2370.0,2019-07-08 21:08:16
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3806.0,78.0,595.68,261.20000000000005,2.333,0.5,112.0,2333.0,2019-07-08 21:08:22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3798.0,80.0,617.98,259.6,2.361,0.0,114.0,2361.0,2019-07-08 21:08:31
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3792.0,78.0,634.32,258.4,2.361,0.0,112.0,2361.0,2019-07-08 21:08:38
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3790.0,78.0,646.85,258.0,2.361,0.5,112.0,2361.0,2019-07-08 21:08:43
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3790.0,77.0,650.65,258.0,2.361,0.5,112.0,2361.0,2019-07-08 21:08:45
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3793.0,74.0,662.39,258.6,2.323,0.5,113.0,2323.0,2019-07-08 21:08:52
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3794.0,77.0,676.46,258.79999999999995,2.389,0.0,112.0,2389.0,2019-07-08 21:08:58
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3793.0,77.0,688.69,258.6,2.249,0.5,113.0,2249.0,2019-07-08 21:09:04
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3793.0,77.0,690.65,258.6,2.221,0.5,113.0,2221.0,2019-07-08 21:09:05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3789.0,77.0,701.23,257.79999999999995,2.183,0.0,114.0,2183.0,2019-07-08 21:09:11
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3774.0,77.0,720.75,254.79999999999995,2.109,0.5,115.0,2109.0,2019-07-08 21:09:20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3774.0,78.0,736.94,254.79999999999995,2.127,0.5,114.0,2127.0,2019-07-08 21:09:27
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3790.0,76.0,758.71,258.0,2.193,0.0,114.0,2193.0,2019-07-08 21:09:35
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3799.0,79.0,774.83,259.79999999999995,2.277,0.5,115.0,2277.0,2019-07-08 21:09:42
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3799.0,79.0,776.95,259.79999999999995,2.314,0.5,116.0,2314.0,2019-07-08 21:09:43
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3793.0,80.0,791.73,258.6,2.407,0.0,115.0,2407.0,2019-07-08 21:09:49
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3792.0,79.0,793.25,258.4,2.417,0.5,115.0,2417.0,2019-07-08 21:09:50
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3791.0,81.0,813.79,258.20000000000005,2.389,0.0,117.0,2389.0,2019-07-08 21:09:59
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3789.0,79.0,826.32,257.79999999999995,2.361,0.0,117.0,2361.0,2019-07-08 21:10:05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3771.0,79.0,847.63,254.20000000000005,2.333,0.0,118.0,2333.0,2019-07-08 21:10:14
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3776.0,77.0,869.13,255.20000000000005,2.314,0.0,119.0,2314.0,2019-07-08 21:10:24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3777.0,74.0,869.9,255.4,2.295,0.5,118.0,2295.0,2019-07-08 21:10:25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3776.0,0.0,872.29,255.20000000000005,0.0,0.0,115.0,0.0,2019-07-08 21:10:32
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3778.0,0.0,873.7,255.6,0.0,0.0,112.0,0.0,2019-07-08 21:10:35
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3783.0,68.0,877.65,256.6,0.0,0.5,109.0,0.0,2019-07-08 21:10:38
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3784.0,70.0,880.11,256.79999999999995,0.0,0.0,107.0,0.0,2019-07-08 21:10:39
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3791.0,77.0,891.86,258.20000000000005,2.603,0.5,108.0,2603.0,2019-07-08 21:10:44
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3793.0,80.0,900.85,258.6,2.669,0.0,111.0,2669.0,2019-07-08 21:10:48
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3790.0,80.0,909.07,258.0,2.809,0.0,114.0,2809.0,2019-07-08 21:10:51
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3787.0,80.0,912.57,257.4,2.846,0.0,114.0,2846.0,2019-07-08 21:10:52
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3781.0,81.0,926.31,256.20000000000005,2.939,0.0,117.0,2939.0,2019-07-08 21:10:57
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3777.0,81.0,931.2,255.4,2.948,0.0,117.0,2948.0,2019-07-08 21:10:59
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3763.0,81.0,951.15,252.6,2.799,0.0,119.0,2799.0,2019-07-08 21:11:06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3764.0,80.0,972.55,252.79999999999995,2.809,0.0,120.0,2809.0,2019-07-08 21:11:13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3769.0,80.0,993.24,253.79999999999995,2.809,0.0,120.0,2809.0,2019-07-08 21:11:19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3770.0,81.0,996.78,254.0,2.827,0.0,120.0,2827.0,2019-07-08 21:11:20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3776.0,80.0,1017.75,255.20000000000005,2.921,0.0,119.0,2921.0,2019-07-08 21:11:26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3776.0,81.0,1024.88,255.20000000000005,2.976,0.0,119.0,2976.0,2019-07-08 21:11:28
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3775.0,80.0,1045.62,255.0,3.144,0.0,120.0,3144.0,2019-07-08 21:11:35
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3774.0,80.0,1048.41,254.79999999999995,3.144,0.0,120.0,3144.0,2019-07-08 21:11:36
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3754.0,79.0,1070.19,250.79999999999995,3.107,0.0,119.0,3107.0,2019-07-08 21:11:45
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3744.0,75.0,1079.69,248.79999999999995,2.109,0.5,119.0,2109.0,2019-07-08 21:11:51
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3740.0,75.0,1079.95,248.0,1.819,0.5,119.0,1819.0,2019-07-08 21:11:52
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3728.0,75.0,1080.64,245.6,1.633,0.5,118.0,1633.0,2019-07-08 21:11:56
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3724.0,75.0,1081.25,244.79999999999995,1.418,0.5,116.0,1418.0,2019-07-08 21:11:59
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3723.0,88.0,1081.71,244.6,1.325,0.0,113.0,1325.0,2019-07-08 21:12:02
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3723.0,87.0,1081.71,244.6,1.325,0.5,111.0,1325.0,2019-07-08 21:12:04
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3723.0,86.0,1081.71,244.6,1.026,0.0,108.0,1026.0,2019-07-08 21:12:07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3723.0,86.0,1085.0,244.6,2.025,0.0,107.0,2025.0,2019-07-08 21:12:11
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3723.0,78.0,1088.89,244.6,2.025,0.0,107.0,2025.0,2019-07-08 21:12:12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3723.0,78.0,1091.65,244.6,1.95,0.0,107.0,1950.0,2019-07-08 21:12:13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3723.0,77.0,1097.36,244.6,1.782,0.0,108.0,1782.0,2019-07-08 21:12:15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3725.0,79.0,1107.23,245.0,2.202,0.0,111.0,2202.0,2019-07-08 21:12:18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3727.0,80.0,1112.29,245.4,2.183,0.0,113.0,2183.0,2019-07-08 21:12:20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3728.0,79.0,1124.21,245.6,2.305,0.0,116.0,2305.0,2019-07-08 21:12:24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3729.0,81.0,1131.54,245.79999999999995,2.295,0.0,116.0,2295.0,2019-07-08 21:12:27
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3728.0,81.0,1143.32,245.6,2.351,0.0,119.0,2351.0,2019-07-08 21:12:31
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3727.0,81.0,1154.14,245.4,2.398,0.0,119.0,2398.0,2019-07-08 21:12:35
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3722.0,81.0,1176.21,244.4,2.454,0.0,120.0,2454.0,2019-07-08 21:12:43
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3719.0,81.0,1179.65,243.79999999999995,2.454,0.0,121.0,2454.0,2019-07-08 21:12:45
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3714.0,80.0,1193.0,242.79999999999995,2.454,0.0,122.0,2454.0,2019-07-08 21:12:50
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3717.0,81.0,1215.3,243.4,2.482,0.0,122.0,2482.0,2019-07-08 21:12:58
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3718.0,80.0,1221.3,243.6,2.491,0.0,122.0,2491.0,2019-07-08 21:13:00
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3718.0,81.0,1227.19,243.6,2.501,0.0,123.0,2501.0,2019-07-08 21:13:03
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3717.0,79.0,1233.66,243.4,2.454,0.0,123.0,2454.0,2019-07-08 21:13:06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3712.0,79.0,1256.04,242.4,2.407,0.0,124.0,2407.0,2019-07-08 21:13:15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3712.0,79.0,1258.82,242.4,2.407,0.0,125.0,2407.0,2019-07-08 21:13:16
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3714.0,79.0,1278.99,242.79999999999995,2.417,0.0,125.0,2417.0,2019-07-08 21:13:24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3713.0,78.0,1294.85,242.6,2.379,0.0,127.0,2379.0,2019-07-08 21:13:32
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3713.0,78.0,1297.02,242.6,2.37,0.0,127.0,2370.0,2019-07-08 21:13:33
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3713.0,78.0,1305.39,242.6,2.351,0.0,126.0,2351.0,2019-07-08 21:13:37
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3722.0,77.0,1324.05,244.4,2.305,0.0,128.0,2305.0,2019-07-08 21:13:46
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3727.0,77.0,1337.78,245.4,2.267,0.0,128.0,2267.0,2019-07-08 21:13:53
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3735.0,75.0,1358.49,247.0,2.249,0.5,128.0,2249.0,2019-07-08 21:14:02
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3739.0,74.0,1363.4,247.79999999999995,2.249,0.5,128.0,2249.0,2019-07-08 21:14:04
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3756.0,76.0,1381.39,251.20000000000005,2.267,0.5,129.0,2267.0,2019-07-08 21:14:13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3758.0,75.0,1389.2,251.6,2.23,0.5,129.0,2230.0,2019-07-08 21:14:19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3757.0,74.0,1393.23,251.4,2.183,0.0,130.0,2183.0,2019-07-08 21:14:22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3755.0,73.0,1396.54,251.0,2.118,0.0,130.0,2118.0,2019-07-08 21:14:25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3754.0,73.0,1397.89,250.79999999999995,2.09,0.0,130.0,2090.0,2019-07-08 21:14:26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3742.0,73.0,1414.57,248.4,1.95,0.0,129.0,1950.0,2019-07-08 21:14:36
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3738.0,74.0,1428.97,247.6,1.847,0.0,129.0,1847.0,2019-07-08 21:14:44
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3744.0,75.0,1449.31,248.79999999999995,1.885,0.5,128.0,1885.0,2019-07-08 21:14:53
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3750.0,76.0,1468.44,250.0,1.95,0.5,128.0,1950.0,2019-07-08 21:15:01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3752.0,77.0,1480.76,250.4,1.978,0.0,128.0,1978.0,2019-07-08 21:15:07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3759.0,78.0,1498.9,251.79999999999995,2.043,0.5,127.0,2043.0,2019-07-08 21:15:14
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3768.0,78.0,1509.63,253.6,2.081,0.0,127.0,2081.0,2019-07-08 21:15:20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3768.0,78.0,1527.32,253.6,2.053,0.5,127.0,2053.0,2019-07-08 21:15:28
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3770.0,77.0,1538.07,254.0,2.071,0.0,128.0,2071.0,2019-07-08 21:15:33
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3770.0,77.0,1542.23,254.0,2.071,0.0,128.0,2071.0,2019-07-08 21:15:35
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3766.0,78.0,1556.08,253.20000000000005,2.099,0.0,126.0,2099.0,2019-07-08 21:15:41
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3765.0,78.0,1572.01,253.0,2.137,0.0,126.0,2137.0,2019-07-08 21:15:48
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3768.0,78.0,1584.36,253.6,2.155,0.0,126.0,2155.0,2019-07-08 21:15:53
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3770.0,78.0,1586.84,254.0,2.165,0.0,126.0,2165.0,2019-07-08 21:15:54
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3782.0,81.0,1598.14,256.4,2.193,0.0,126.0,2193.0,2019-07-08 21:16:00
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3783.0,81.0,1600.05,256.6,2.193,0.0,126.0,2193.0,2019-07-08 21:16:01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3781.0,80.0,1604.06,256.20000000000005,2.193,0.0,126.0,2193.0,2019-07-08 21:16:03
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3777.0,79.0,1611.76,255.4,2.202,0.0,127.0,2202.0,2019-07-08 21:16:06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3777.0,79.0,1614.68,255.4,2.211,0.0,127.0,2211.0,2019-07-08 21:16:07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3778.0,80.0,1621.1,255.6,2.23,0.5,127.0,2230.0,2019-07-08 21:16:10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3783.0,78.0,1624.14,256.6,2.23,0.0,128.0,2230.0,2019-07-08 21:16:12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3789.0,80.0,1631.55,257.79999999999995,2.221,0.0,127.0,2221.0,2019-07-08 21:16:16
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3790.0,80.0,1636.01,258.0,2.221,0.0,126.0,2221.0,2019-07-08 21:16:18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3792.0,80.0,1640.78,258.4,2.202,0.0,126.0,2202.0,2019-07-08 21:16:21
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3799.0,79.0,1660.03,259.79999999999995,2.193,0.0,127.0,2193.0,2019-07-08 21:16:28
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3803.0,78.0,1666.56,260.6,2.211,0.5,128.0,2211.0,2019-07-08 21:16:31
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3807.0,0.0,1667.15,261.4,0.373,0.0,128.0,373.0,2019-07-08 21:16:33
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3814.0,0.0,1673.02,262.79999999999995,0.233,0.0,124.0,233.0,2019-07-08 21:16:41
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3816.0,75.0,1677.41,263.20000000000005,1.885,0.5,121.0,1885.0,2019-07-08 21:16:43
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3820.0,76.0,1683.5,264.0,2.099,0.5,120.0,2099.0,2019-07-08 21:16:46
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3820.0,81.0,1700.03,264.0,2.062,0.5,123.0,2062.0,2019-07-08 21:16:54
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3821.0,79.0,1718.21,264.20000000000005,2.286,0.0,125.0,2286.0,2019-07-08 21:17:01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3825.0,79.0,1728.97,265.0,2.333,0.0,128.0,2333.0,2019-07-08 21:17:07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3814.0,79.0,1741.63,262.79999999999995,2.305,0.0,129.0,2305.0,2019-07-08 21:17:13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3801.0,78.0,1751.83,260.20000000000005,2.267,0.0,130.0,2267.0,2019-07-08 21:17:19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3794.0,79.0,1772.14,258.79999999999995,2.258,0.0,129.0,2258.0,2019-07-08 21:17:28
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3807.0,79.0,1787.09,261.4,2.267,0.0,130.0,2267.0,2019-07-08 21:17:35
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3812.0,79.0,1803.45,262.4,2.267,0.0,129.0,2267.0,2019-07-08 21:17:42
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3826.0,78.0,1823.71,265.20000000000005,2.277,0.0,130.0,2277.0,2019-07-08 21:17:51
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3830.0,78.0,1828.67,266.0,2.249,0.0,130.0,2249.0,2019-07-08 21:17:53
